ts,equity
2024-09-18T04:00:00,98414.01613971243
2024-09-19T04:00:00,98594.82816214545
2024-09-20T04:00:00,98645.17594317997
2024-09-23T04:00:00,98609.13025093236
2024-09-24T04:00:00,98751.30410143637
2024-09-25T04:00:00,98637.53493467938
2024-09-26T04:00:00,98707.75772279526
2024-09-27T04:00:00,98797.09572307061
2024-09-30T04:00:00,98879.02747846229
2024-10-01T04:00:00,98879.02747846229
2024-10-02T04:00:00,98879.02747846229
2024-10-03T04:00:00,98879.02747846229
2024-10-04T04:00:00,98879.02747846229
2024-10-07T04:00:00,98879.02747846229
2024-10-08T04:00:00,98879.02747846229
2024-10-09T04:00:00,98879.02747846229
2024-10-10T04:00:00,98879.02747846229
2024-10-11T04:00:00,98879.02747846229
2024-10-14T04:00:00,98879.02747846229
2024-10-15T04:00:00,98879.02747846229
2024-10-16T04:00:00,98879.02747846229
2024-10-17T04:00:00,98879.02747846229
2024-10-18T04:00:00,98879.02747846229
2024-10-21T04:00:00,98879.02747846229
2024-10-22T04:00:00,98879.02747846229
2024-10-23T04:00:00,98879.02747846229
2024-10-24T04:00:00,98879.02747846229
2024-10-25T04:00:00,98879.02747846229
2024-10-28T04:00:00,98879.02747846229
2024-10-29T04:00:00,98879.02747846229
2024-10-30T04:00:00,98879.02747846229
2024-10-31T04:00:00,98879.02747846229
2024-11-01T04:00:00,98879.02747846229
2024-11-04T05:00:00,98879.02747846229
2024-11-05T05:00:00,98879.02747846229
2024-11-06T05:00:00,98879.02747846229
2024-11-07T05:00:00,98879.02747846229
2024-11-08T05:00:00,98879.02747846229
2024-11-11T05:00:00,98879.02747846229
2024-11-12T05:00:00,98879.02747846229
2024-11-13T05:00:00,98879.02747846229
2024-11-14T05:00:00,98879.02747846229
2024-11-15T05:00:00,98879.02747846229
2024-11-18T05:00:00,98879.02747846229
2024-11-19T05:00:00,98879.02747846229
2024-11-20T05:00:00,98879.02747846229
2024-11-21T05:00:00,98879.02747846229
2024-11-22T05:00:00,98879.02747846229
2024-11-25T05:00:00,98879.02747846229
2024-11-26T05:00:00,98879.02747846229
2024-11-27T05:00:00,98879.02747846229
2024-11-29T05:00:00,98879.02747846229
2024-12-02T05:00:00,98879.02747846229
2024-12-03T05:00:00,98879.02747846229
2024-12-04T05:00:00,98879.02747846229
2024-12-05T05:00:00,98879.02747846229
2024-12-06T05:00:00,98879.02747846229
2024-12-09T05:00:00,98879.02747846229
2024-12-10T05:00:00,98879.02747846229
2024-12-11T05:00:00,98879.02747846229
2024-12-12T05:00:00,98879.02747846229
2024-12-13T05:00:00,98879.02747846229
2024-12-16T05:00:00,98879.02747846229
2024-12-17T05:00:00,98879.02747846229
2024-12-18T05:00:00,98879.02747846229
2024-12-19T05:00:00,98879.02747846229
2024-12-20T05:00:00,98879.02747846229
2024-12-23T05:00:00,98879.02747846229
2024-12-24T05:00:00,98879.02747846229
2024-12-26T05:00:00,98879.02747846229
2024-12-27T05:00:00,98879.02747846229
2024-12-30T05:00:00,98837.34769574195
2024-12-31T05:00:00,98829.7602008688
2025-01-02T05:00:00,99021.70180192073
2025-01-03T05:00:00,99153.08457816082
2025-01-06T05:00:00,99193.6834836635
2025-01-07T05:00:00,99175.67643066206
2025-01-08T05:00:00,99207.65092804543
2025-01-10T05:00:00,99307.91050642406
