ts,equity
2024-09-18T04:00:00,99227.18804938147
2024-09-19T04:00:00,99317.59406059797
2024-09-20T04:00:00,99342.76795111524
2024-09-23T04:00:00,99324.74510499144
2024-09-24T04:00:00,99395.83203024344
2024-09-25T04:00:00,99338.94744686494
2024-09-26T04:00:00,99374.05884092288
2024-09-27T04:00:00,99418.72784106056
2024-09-30T04:00:00,99463.76269814603
2024-10-01T04:00:00,99463.76269814603
2024-10-02T04:00:00,99463.76269814603
2024-10-03T04:00:00,99463.76269814603
2024-10-04T04:00:00,99463.76269814603
2024-10-07T04:00:00,99463.76269814603
2024-10-08T04:00:00,99463.76269814603
2024-10-09T04:00:00,99463.76269814603
2024-10-10T04:00:00,99463.76269814603
2024-10-11T04:00:00,99463.76269814603
2024-10-14T04:00:00,99463.76269814603
2024-10-15T04:00:00,99463.76269814603
2024-10-16T04:00:00,99463.76269814603
2024-10-17T04:00:00,99463.76269814603
2024-10-18T04:00:00,99463.76269814603
2024-10-21T04:00:00,99463.76269814603
2024-10-22T04:00:00,99463.76269814603
2024-10-23T04:00:00,99463.76269814603
2024-10-24T04:00:00,99463.76269814603
2024-10-25T04:00:00,99463.76269814603
2024-10-28T04:00:00,99463.76269814603
2024-10-29T04:00:00,99463.76269814603
2024-10-30T04:00:00,99463.76269814603
2024-10-31T04:00:00,99463.76269814603
2024-11-01T04:00:00,99463.76269814603
2024-11-04T05:00:00,99463.76269814603
2024-11-05T05:00:00,99463.76269814603
2024-11-06T05:00:00,99463.76269814603
2024-11-07T05:00:00,99463.76269814603
2024-11-08T05:00:00,99463.76269814603
2024-11-11T05:00:00,99463.76269814603
2024-11-12T05:00:00,99463.76269814603
2024-11-13T05:00:00,99463.76269814603
2024-11-14T05:00:00,99463.76269814603
2024-11-15T05:00:00,99463.76269814603
2024-11-18T05:00:00,99463.76269814603
2024-11-19T05:00:00,99463.76269814603
2024-11-20T05:00:00,99463.76269814603
2024-11-21T05:00:00,99463.76269814603
2024-11-22T05:00:00,99463.76269814603
2024-11-25T05:00:00,99463.76269814603
2024-11-26T05:00:00,99463.76269814603
2024-11-27T05:00:00,99463.76269814603
2024-11-29T05:00:00,99463.76269814603
2024-12-02T05:00:00,99463.76269814603
2024-12-03T05:00:00,99463.76269814603
2024-12-04T05:00:00,99463.76269814603
2024-12-05T05:00:00,99463.76269814603
2024-12-06T05:00:00,99463.76269814603
2024-12-09T05:00:00,99463.76269814603
2024-12-10T05:00:00,99463.76269814603
2024-12-11T05:00:00,99463.76269814603
2024-12-12T05:00:00,99463.76269814603
2024-12-13T05:00:00,99463.76269814603
2024-12-16T05:00:00,99463.76269814603
2024-12-17T05:00:00,99463.76269814603
2024-12-18T05:00:00,99463.76269814603
2024-12-19T05:00:00,99463.76269814603
2024-12-20T05:00:00,99463.76269814603
2024-12-23T05:00:00,99463.76269814603
2024-12-24T05:00:00,99463.76269814603
2024-12-26T05:00:00,99463.76269814603
2024-12-27T05:00:00,99463.76269814603
2024-12-30T05:00:00,99446.92280678586
2024-12-31T05:00:00,99443.1290593493
2025-01-02T05:00:00,99539.09985987526
2025-01-03T05:00:00,99604.7912479953
2025-01-06T05:00:00,99625.09070074663
2025-01-07T05:00:00,99616.08717424593
2025-01-08T05:00:00,99632.0744229376
2025-01-10T05:00:00,99682.20421212692
